Location,Date,AQImean,AQImed,AQImin,AQImax,AQIstd,Date,Measurements
rajshahi,2017-08-31,62.2962962962963,48.0,33.0,147.0,27.88136241955135,2017-08-01,27
rajshahi,2017-09-30,62.84,58.0,26.0,151.0,32.53802903270776,2017-09-01,25
rajshahi,2017-10-31,81.53333333333333,58.0,7.0,227.0,61.31475230786399,2017-10-01,30
rajshahi,2017-11-30,167.0,138.0,44.0,378.0,83.7968558090234,2017-11-01,24
rajshahi,2017-12-31,225.61290322580646,221.0,38.0,338.0,68.64870837306644,2017-12-01,31
rajshahi,2018-01-31,284.9230769230769,306.0,110.0,391.0,57.91229443005903,2018-01-03,26
rajshahi,2018-02-28,261.2857142857143,280.0,105.0,392.0,79.06390155501137,2018-02-01,28
rajshahi,2018-03-31,154.05,144.0,95.0,237.0,37.76725816727611,2018-03-01,20
rajshahi,2018-04-30,111.0,113.0,59.0,175.0,32.92658500361069,2018-04-01,26
rajshahi,2018-05-31,102.9047619047619,105.0,23.0,170.0,33.76522584243257,2018-05-01,21
rajshahi,2018-06-30,84.03333333333333,81.0,34.0,172.0,27.98088427940531,2018-06-01,30
rajshahi,2018-07-31,70.22222222222223,66.0,40.0,116.0,19.772423168360476,2018-07-01,27
rajshahi,2018-08-31,79.08333333333333,77.0,46.0,133.0,22.51167169089938,2018-08-01,24
rajshahi,2018-09-30,98.45454545454545,104.0,13.0,160.0,34.90767042564505,2018-09-01,22
rajshahi,2018-10-31,169.52,172.0,60.0,288.0,54.27485605692566,2018-10-01,25
rajshahi,2018-11-30,233.23809523809524,225.0,157.0,406.0,71.00979141069544,2018-11-05,21
rajshahi,2018-12-31,232.96,225.0,87.0,439.0,65.22811254870606,2018-12-02,25
rajshahi,2019-01-31,257.17857142857144,242.0,129.0,422.0,86.23785091951754,2019-01-01,28
rajshahi,2019-02-28,245.04545454545453,229.5,38.0,402.0,90.13929816452462,2019-02-03,22
rajshahi,2019-03-31,203.76923076923077,199.5,96.0,310.0,54.11196369920995,2019-03-03,26
rajshahi,2019-04-30,128.92592592592592,162.0,28.0,192.0,60.77064443521415,2019-04-03,27
rajshahi,2019-05-31,131.76,126.0,25.0,223.0,54.74888126710901,2019-05-01,25
rajshahi,2019-06-30,63.2962962962963,59.0,27.0,117.0,27.305697932869975,2019-06-01,27
rajshahi,2019-07-31,66.8,64.0,28.0,160.0,33.31916365496989,2019-07-01,25
rajshahi,2019-08-31,45.7,45.0,23.0,79.0,15.18690571720118,2019-08-01,20
rajshahi,2019-09-30,55.407407407407405,53.0,28.0,99.0,18.48754104225799,2019-09-01,27
rajshahi,2019-10-31,110.39285714285714,115.0,16.0,173.0,43.84935430557527,2019-10-01,28
rajshahi,2019-11-30,161.85185185185185,160.0,15.0,325.0,68.58778973173652,2019-11-01,27
rajshahi,2019-12-31,205.79310344827587,209.0,131.0,291.0,38.00787447579105,2019-12-01,29
rajshahi,2020-01-31,211.6206896551724,189.0,139.0,309.0,48.280736910803725,2020-01-01,29
rajshahi,2020-02-29,186.76,180.0,97.0,269.0,44.03150387317395,2020-02-01,25
rajshahi,2020-03-31,157.34782608695653,155.0,88.0,307.0,51.178483312327636,2020-03-01,23
rajshahi,2020-04-30,100.1,106.5,30.0,173.0,47.53826045299251,2020-04-01,30
rajshahi,2020-05-31,34.67741935483871,32.0,20.0,72.0,9.474130027867792,2020-05-01,31
rajshahi,2020-06-30,47.035714285714285,39.0,20.0,86.0,18.518223542624256,2020-06-01,28
rajshahi,2020-07-31,48.51724137931034,52.0,15.0,80.0,17.373256725815217,2020-07-01,29
rajshahi,2020-08-31,44.10344827586207,40.0,18.0,89.0,19.607478215477975,2020-08-01,29
rajshahi,2020-09-30,69.16666666666667,64.0,37.0,105.0,23.93868430095117,2020-09-01,12
rajshahi,2020-10-31,97.3225806451613,106.0,16.0,166.0,42.495793593228484,2020-10-01,31
rajshahi,2020-11-30,176.53846153846155,170.0,99.0,312.0,59.32434965120529,2020-11-01,26
rajshahi,2020-12-31,251.93103448275863,235.0,171.0,397.0,63.269226910810495,2020-12-01,29
rajshahi,2021-01-31,270.46153846153845,266.5,198.0,346.0,39.735355309075345,2021-01-01,26
rajshahi,2021-02-28,282.0869565217391,294.0,152.0,336.0,49.32629120410909,2021-02-01,23
rajshahi,2021-03-31,252.7037037037037,238.0,177.0,364.0,67.35144040194331,2021-03-01,27
rajshahi,2021-04-30,170.06896551724137,162.0,95.0,275.0,46.0240085130132,2021-04-01,29
rajshahi,2021-05-31,107.80952380952381,112.0,47.0,168.0,33.39853147612787,2021-05-01,21
rajshahi,2021-10-31,130.9090909090909,154.0,37.0,194.0,52.917644092278486,2021-10-01,22
rajshahi,2021-11-30,213.4,185.5,147.0,384.0,66.32249757217022,2021-11-01,20
rajshahi,2021-12-31,248.17391304347825,250.0,115.0,321.0,59.6639469132308,2021-12-01,23
rajshahi,2022-01-31,232.75,219.5,161.0,375.0,62.08303014172993,2022-01-01,20
rajshahi,2022-02-28,193.55555555555554,191.0,63.0,314.0,57.12341872927654,2022-02-01,18
rajshahi,2022-03-31,191.73684210526315,190.0,158.0,230.0,21.653437256686058,2022-03-01,19
rajshahi,2022-04-30,122.57894736842105,121.0,60.0,185.0,28.449401066676806,2022-04-02,19
rajshahi,2022-05-31,94.5,88.0,47.0,153.0,32.776007485150885,2022-05-07,16
rangpur,2019-06-30,60.333333333333336,54.5,16.0,128.0,35.86904285444647,2019-06-09,18
rangpur,2019-07-31,62.22222222222222,62.0,13.0,97.0,27.671184370106833,2019-07-01,9
rangpur,2019-09-30,64.26315789473684,42.0,14.0,148.0,41.03906283484764,2019-09-09,19
rangpur,2019-10-31,150.21052631578948,163.0,38.0,204.0,46.74586012254444,2019-10-10,19
rangpur,2019-11-30,209.21428571428572,214.0,78.0,312.0,56.98561036226415,2019-11-01,28
rangpur,2019-12-31,256.61538461538464,250.0,153.0,466.0,71.30389999043639,2019-12-01,26
rangpur,2020-01-31,309.85714285714283,325.0,167.0,383.0,54.34983681580617,2020-01-04,28
rangpur,2020-02-29,304.0,317.0,117.0,382.0,65.44127138129271,2020-02-01,26
rangpur,2020-03-31,233.54545454545453,215.0,166.0,311.0,59.06329424670391,2020-03-01,11
rangpur,2020-07-31,81.625,78.5,42.0,134.0,26.323757660928738,2020-07-08,24
rangpur,2020-08-31,41.53333333333333,31.5,15.0,88.0,21.92736179758748,2020-08-01,30
rangpur,2020-09-30,43.56666666666667,33.0,14.0,162.0,30.920011747034987,2020-09-01,30
rangpur,2020-10-31,79.2258064516129,81.0,20.0,139.0,35.89401962947714,2020-10-01,31
rangpur,2020-11-30,208.34615384615384,186.0,132.0,322.0,54.71448971356112,2020-11-01,26
rangpur,2020-12-31,326.84,326.0,228.0,406.0,49.82191619491701,2020-12-01,25
rangpur,2021-01-31,316.85185185185185,314.0,238.0,398.0,38.96714958062427,2021-01-01,27
rangpur,2021-02-28,341.2608695652174,332.0,255.0,420.0,50.03745632596767,2021-02-01,23
rangpur,2021-03-31,290.0740740740741,286.0,165.0,488.0,90.44204516022143,2021-03-01,27
rangpur,2021-04-30,234.10714285714286,238.5,106.0,334.0,69.01547828846977,2021-04-01,28
rangpur,2021-05-31,133.4,122.5,79.0,196.0,39.05608502881181,2021-05-01,10
rangpur,2021-10-31,136.15,125.0,47.0,243.0,61.91698602075796,2021-10-01,20
rangpur,2021-11-30,252.89473684210526,250.0,161.0,387.0,58.312276901411586,2021-11-01,19
rangpur,2021-12-31,300.3478260869565,320.0,171.0,397.0,68.3171805196189,2021-12-01,23
rangpur,2022-01-31,309.9,314.0,199.0,394.0,44.75300636769968,2022-01-01,20
rangpur,2022-02-28,272.6875,269.0,171.0,441.0,70.92128852937365,2022-02-01,16
rangpur,2022-03-31,292.27777777777777,310.0,173.0,381.0,65.03465642215473,2022-03-01,18
rangpur,2022-04-30,141.0,147.0,76.0,206.0,30.904026008425053,2022-04-02,18
rangpur,2022-05-31,136.6875,136.0,84.0,184.0,33.60102925010878,2022-05-07,16
savar,2019-06-30,85.86363636363636,91.5,16.0,158.0,38.78180164108082,2019-06-09,22
savar,2019-07-31,77.16129032258064,76.0,15.0,163.0,38.025514920198475,2019-07-01,31
savar,2019-08-31,83.74074074074075,82.0,35.0,132.0,27.017932211193752,2019-08-01,27
savar,2019-09-30,68.89285714285714,64.0,21.0,139.0,38.69284486033875,2019-09-01,28
savar,2019-11-30,229.86363636363637,222.5,118.0,365.0,57.90081457979956,2019-11-03,22
savar,2019-12-31,275.05555555555554,276.0,183.0,391.0,53.42996760160441,2019-12-01,18
savar,2020-01-31,289.625,301.0,147.0,360.0,46.17905840077955,2020-01-01,24
savar,2020-02-29,288.77777777777777,291.0,195.0,327.0,40.86189477305774,2020-02-03,9
savar,2022-01-31,366.2307692307692,356.0,307.0,471.0,59.88065052829926,2022-01-11,13
savar,2022-02-28,253.9375,226.0,151.0,367.0,67.08548650788784,2022-02-01,16
savar,2022-03-31,273.6842105263158,288.0,153.0,334.0,57.86771565061025,2022-03-01,19
savar,2022-04-30,133.78947368421052,134.0,102.0,160.0,19.758483262100697,2022-04-02,19
savar,2022-05-31,126.9375,116.5,73.0,180.0,36.806645686161986,2022-05-04,16
sylhet,2014-02-28,197.75,196.0,129.0,280.0,36.85875990613603,2014-02-17,12
sylhet,2014-03-31,183.23076923076923,178.5,107.0,280.0,40.84047765862459,2014-03-01,26
sylhet,2014-04-30,143.66666666666666,156.0,43.0,197.0,44.80813799712315,2014-04-01,27
sylhet,2014-05-31,64.66666666666667,57.5,29.0,120.0,26.864068212382506,2014-05-01,30
sylhet,2014-06-30,71.86206896551724,73.0,25.0,140.0,30.30643983655128,2014-06-01,29
sylhet,2014-07-31,46.92,44.0,23.0,122.0,20.979990467109367,2014-07-01,25
sylhet,2014-08-31,60.54545454545455,62.0,27.0,104.0,22.958064536731474,2014-08-21,11
sylhet,2014-09-30,60.89655172413793,56.0,23.0,115.0,25.19260779841438,2014-09-01,29
sylhet,2014-10-31,70.39285714285714,77.5,23.0,154.0,34.66702914950905,2014-10-03,28
sylhet,2014-11-30,147.4,154.5,62.0,286.0,50.94459465083545,2014-11-01,30
sylhet,2014-12-31,189.46666666666667,180.5,73.0,446.0,68.3947635288033,2014-12-01,30
sylhet,2015-01-31,187.1290322580645,197.0,0.0,356.0,97.49931347979972,2015-01-01,31
sylhet,2015-02-28,163.22222222222223,194.0,0.0,312.0,107.1387789211635,2015-02-01,27
sylhet,2015-03-31,169.66666666666666,174.5,0.0,280.0,67.28597401279536,2015-03-01,30
sylhet,2015-04-30,79.75,74.0,58.0,143.0,21.90738079582617,2015-04-02,16
sylhet,2015-05-31,89.93548387096774,88.0,28.0,244.0,40.13554989770786,2015-05-01,31
sylhet,2015-06-30,56.53846153846154,53.5,23.0,97.0,20.278522173434173,2015-06-01,26
sylhet,2015-07-31,48.766666666666666,43.5,10.0,99.0,20.605796528518685,2015-07-01,30
sylhet,2015-08-31,57.294117647058826,62.0,25.0,107.0,22.632290830477015,2015-08-01,17
sylhet,2015-10-31,72.41935483870968,69.0,0.0,151.0,36.80559214172795,2015-10-02,31
sylhet,2015-11-30,115.85,121.0,17.0,208.0,42.14795368698224,2015-11-01,20
sylhet,2015-12-31,206.0,195.0,104.0,337.0,64.2095527680007,2015-12-01,31
sylhet,2016-01-31,194.3,190.5,140.0,259.0,39.203316186261596,2016-01-01,10
sylhet,2016-04-30,70.57142857142857,66.0,41.0,120.0,22.804761407590803,2016-04-10,21
sylhet,2016-05-31,63.516129032258064,60.0,15.0,124.0,27.850638493868125,2016-05-01,31
sylhet,2016-06-30,45.0,37.5,14.0,106.0,26.594010214902614,2016-06-01,30
sylhet,2016-07-31,34.71875,27.5,11.0,104.0,22.217741203676592,2016-07-01,32
sylhet,2016-08-31,50.96774193548387,41.0,13.0,109.0,27.306267743221813,2016-08-01,31
sylhet,2016-09-30,47.55172413793103,46.0,13.0,92.0,22.51917628361683,2016-09-01,29
sylhet,2016-10-31,65.53333333333333,67.5,28.0,116.0,21.461647160704484,2016-10-01,30
sylhet,2016-11-30,103.65517241379311,105.0,26.0,176.0,41.7400765469804,2016-11-01,29
sylhet,2016-12-31,166.0,154.0,47.0,310.0,72.46792393880206,2016-12-01,31
sylhet,2017-01-31,179.25806451612902,180.0,75.0,328.0,63.315594572972564,2017-01-01,31
sylhet,2017-02-28,202.46428571428572,178.0,89.0,317.0,64.18115688791299,2017-02-01,28
sylhet,2017-03-31,126.70967741935483,120.0,39.0,227.0,50.414411662002024,2017-03-01,31
sylhet,2017-04-30,85.5,77.0,26.0,170.0,41.80393480902536,2017-04-01,30
sylhet,2017-05-31,64.96774193548387,64.0,14.0,141.0,27.401318546094025,2017-05-01,31
sylhet,2017-06-30,38.5,29.5,13.0,108.0,22.13711191953302,2017-06-01,30
sylhet,2017-07-31,32.58064516129032,26.0,9.0,88.0,17.526692392934816,2017-07-01,31
sylhet,2017-08-31,40.96875,40.0,15.0,75.0,14.409863053679812,2017-08-01,32
sylhet,2017-09-30,55.2,55.0,8.0,107.0,29.162328084539904,2017-09-01,30
sylhet,2017-10-31,66.16129032258064,59.0,10.0,150.0,38.88881310796508,2017-10-01,31
sylhet,2017-11-30,119.7,108.5,36.0,205.0,45.1985275927405,2017-11-01,30
sylhet,2017-12-31,137.7741935483871,145.0,9.0,195.0,42.550918264607276,2017-12-01,31
sylhet,2018-01-31,205.25806451612902,202.0,94.0,318.0,68.48112525454754,2018-01-01,31
sylhet,2018-02-28,221.64285714285714,206.0,105.0,341.0,54.114565907768714,2018-02-01,28
sylhet,2018-03-31,160.70967741935485,162.0,57.0,308.0,46.0225984695831,2018-03-01,31
sylhet,2018-04-30,107.1,94.5,40.0,192.0,41.83493837649957,2018-04-01,30
sylhet,2018-05-31,48.54838709677419,43.0,26.0,96.0,19.06277123903626,2018-05-01,31
sylhet,2018-06-30,46.833333333333336,48.0,10.0,94.0,24.37647726145353,2018-06-01,30
sylhet,2018-07-31,34.32258064516129,29.0,17.0,66.0,12.541629603774766,2018-07-01,31
sylhet,2018-08-31,40.806451612903224,42.0,13.0,116.0,21.55213733382176,2018-08-01,31
sylhet,2018-09-30,62.93333333333333,53.0,14.0,130.0,34.28977261148179,2018-09-01,30
sylhet,2018-10-31,93.51612903225806,110.0,13.0,147.0,44.73467779977254,2018-10-01,31
sylhet,2018-11-30,124.06896551724138,120.0,47.0,187.0,35.81194038154907,2018-11-01,29
sylhet,2018-12-31,151.3548387096774,158.0,84.0,240.0,34.77120301542333,2018-12-01,31
sylhet,2019-01-31,167.58620689655172,174.0,78.0,250.0,45.34669403714588,2019-01-01,29
sylhet,2019-02-28,179.14285714285714,186.5,58.0,262.0,52.62214312520869,2019-02-01,28
sylhet,2019-03-31,155.10714285714286,166.0,45.0,217.0,40.441397277500364,2019-03-01,28
sylhet,2019-04-30,99.9,103.5,34.0,173.0,41.72268877506206,2019-04-01,30
sylhet,2019-05-31,65.11111111111111,66.0,10.0,108.0,27.664658561661902,2019-05-01,27
sylhet,2019-06-30,43.07142857142857,33.5,18.0,97.0,23.893170528073455,2019-06-03,28
sylhet,2019-07-31,34.903225806451616,25.0,9.0,129.0,26.51082148696978,2019-07-01,31
sylhet,2019-08-31,36.25,30.0,13.0,97.0,23.431591360473377,2019-08-01,20
sylhet,2019-09-30,43.34615384615385,44.0,16.0,69.0,15.630591307285357,2019-09-01,26
sylhet,2019-10-31,72.35714285714286,68.0,23.0,164.0,38.03430642996486,2019-10-01,28
sylhet,2019-11-30,98.63636363636364,96.0,32.0,184.0,41.273242173114035,2019-11-01,22
sylhet,2019-12-31,151.4814814814815,155.0,94.0,206.0,26.591453760661782,2019-12-04,27
sylhet,2020-08-31,36.666666666666664,29.0,6.0,82.0,23.72886056112707,2020-08-01,18
sylhet,2020-11-30,113.34782608695652,112.0,10.0,193.0,47.60023748570644,2020-11-01,23
sylhet,2020-12-31,160.24137931034483,164.0,63.0,241.0,38.432366542142006,2020-12-01,29
sylhet,2021-01-31,230.11111111111111,236.0,145.0,314.0,45.56595670296423,2021-01-01,27
sylhet,2021-02-28,206.56521739130434,212.0,144.0,309.0,39.05802919079219,2021-02-01,23
sylhet,2021-03-31,181.2,179.0,70.0,346.0,69.04889571890344,2021-03-01,25
sylhet,2021-04-30,123.75,109.5,53.0,299.0,65.74274633487845,2021-04-01,24
sylhet,2021-05-31,77.76923076923077,75.0,48.0,121.0,21.303966164988488,2021-05-01,13
sylhet,2021-10-31,80.5,85.5,23.0,132.0,36.25669067975757,2021-10-01,22
sylhet,2021-11-30,124.65,130.5,39.0,155.0,27.517028220817437,2021-11-01,20
sylhet,2021-12-31,152.8695652173913,159.0,54.0,310.0,49.3487628543707,2021-12-01,23
sylhet,2022-01-31,185.25,176.0,145.0,317.0,38.59762059751188,2022-01-01,20
sylhet,2022-02-28,169.77777777777777,174.0,117.0,244.0,37.48592328387344,2022-02-01,9
sylhet,2022-03-31,195.89473684210526,188.0,93.0,269.0,53.565012147070306,2022-03-01,19
sylhet,2022-04-30,100.36842105263158,99.0,65.0,147.0,25.027119793260248,2022-04-02,19
